timestamp,source_ip,destination_ip,event_type,user,status,port,bytes,hour,day_of_week,is_weekend,is_night,status_success,status_failed
2025-11-26 17:27:30.552491,10.0.0.100,192.168.1.1,login,user1,failed,22,153,17,2,0,0,0,1
2025-11-26 17:27:32.552491,10.0.0.100,192.168.1.1,login,test,failed,22,50,17,2,0,0,0,1
2025-11-26 17:27:34.552491,10.0.0.100,192.168.1.1,login,user1,failed,22,155,17,2,0,0,0,1
2025-11-26 17:27:36.552491,10.0.0.100,192.168.1.1,login,root,failed,22,91,17,2,0,0,0,1
2025-11-26 17:27:38.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,145,17,2,0,0,0,1
2025-11-26 17:27:40.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,98,17,2,0,0,0,1
2025-11-26 17:27:42.552491,10.0.0.100,192.168.1.1,login,root,failed,22,58,17,2,0,0,0,1
2025-11-26 17:27:44.552491,10.0.0.100,192.168.1.1,login,test,failed,22,132,17,2,0,0,0,1
2025-11-26 17:27:46.552491,10.0.0.100,192.168.1.1,login,root,failed,22,197,17,2,0,0,0,1
2025-11-26 17:27:48.552491,10.0.0.100,192.168.1.1,login,root,failed,22,100,17,2,0,0,0,1
2025-11-26 17:27:50.552491,10.0.0.100,192.168.1.1,login,root,failed,22,61,17,2,0,0,0,1
2025-11-26 17:27:52.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,53,17,2,0,0,0,1
2025-11-26 17:27:54.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,187,17,2,0,0,0,1
2025-11-26 17:27:56.552491,10.0.0.100,192.168.1.1,login,test,failed,22,60,17,2,0,0,0,1
2025-11-26 17:27:58.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,56,17,2,0,0,0,1
2025-11-26 17:28:00.552491,10.0.0.100,192.168.1.1,login,user1,failed,22,80,17,2,0,0,0,1
2025-11-26 17:28:02.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,185,17,2,0,0,0,1
2025-11-26 17:28:04.552491,10.0.0.100,192.168.1.1,login,test,failed,22,115,17,2,0,0,0,1
2025-11-26 17:28:06.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,97,17,2,0,0,0,1
2025-11-26 17:28:08.552491,10.0.0.100,192.168.1.1,login,test,failed,22,196,17,2,0,0,0,1
2025-11-26 17:28:10.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,64,17,2,0,0,0,1
2025-11-26 17:28:12.552491,10.0.0.100,192.168.1.1,login,test,failed,22,186,17,2,0,0,0,1
2025-11-26 17:28:14.552491,10.0.0.100,192.168.1.1,login,root,failed,22,181,17,2,0,0,0,1
2025-11-26 17:28:16.552491,10.0.0.100,192.168.1.1,login,user1,failed,22,60,17,2,0,0,0,1
2025-11-26 17:28:18.552491,10.0.0.100,192.168.1.1,login,test,failed,22,110,17,2,0,0,0,1
2025-11-26 17:28:20.552491,10.0.0.100,192.168.1.1,login,root,failed,22,64,17,2,0,0,0,1
2025-11-26 17:28:22.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,141,17,2,0,0,0,1
2025-11-26 17:28:24.552491,10.0.0.100,192.168.1.1,login,root,failed,22,77,17,2,0,0,0,1
2025-11-26 17:28:26.552491,10.0.0.100,192.168.1.1,login,user1,failed,22,85,17,2,0,0,0,1
2025-11-26 17:28:28.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,56,17,2,0,0,0,1
2025-11-26 17:28:30.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,177,17,2,0,0,0,1
2025-11-26 17:28:32.552491,10.0.0.100,192.168.1.1,login,test,failed,22,152,17,2,0,0,0,1
2025-11-26 17:28:34.552491,10.0.0.100,192.168.1.1,login,admin,failed,22,156,17,2,0,0,0,1
2025-11-27 00:37:56.539489,192.168.1.48,192.168.1.18,access,user2,success,80,5611,0,3,0,1,1,0
2025-11-27 00:38:56.539489,192.168.1.11,192.168.1.42,write,user2,success,3306,208,0,3,0,1,1,0
2025-11-27 00:51:56.539489,192.168.1.40,192.168.1.19,access,admin,success,3306,145,0,3,0,1,1,0
2025-11-27 01:49:56.539489,192.168.1.16,192.168.1.14,write,user2,failed,3306,2831,1,3,0,1,0,1
2025-11-27 01:49:56.539489,192.168.1.41,192.168.1.14,read,user2,failed,443,8505,1,3,0,1,0,1
2025-11-27 02:11:56.539489,192.168.1.29,192.168.1.11,access,user2,failed,21,8800,2,3,0,1,0,1
2025-11-27 02:22:56.539489,192.168.1.15,192.168.1.45,write,guest,success,3306,115,2,3,0,1,1,0
2025-11-27 02:31:56.539489,192.168.1.29,192.168.1.35,access,user3,failed,21,344,2,3,0,1,0,1
2025-11-27 02:45:56.539489,192.168.1.48,192.168.1.47,logout,user3,failed,3306,537,2,3,0,1,0,1
2025-11-27 03:20:56.539489,192.168.1.32,192.168.1.47,logout,admin,failed,3306,187,3,3,0,1,0,1
2025-11-27 03:53:56.539489,192.168.1.19,192.168.1.30,write,admin,success,21,153,3,3,0,1,1,0
2025-11-27 04:12:56.539489,192.168.1.19,192.168.1.42,login,admin,failed,3306,335,4,3,0,1,0,1
2025-11-27 06:56:56.539489,192.168.1.44,192.168.1.48,write,admin,failed,3306,122,6,3,0,0,0,1
2025-11-27 08:32:56.539489,192.168.1.12,192.168.1.45,write,guest,failed,3306,6729,8,3,0,0,0,1
2025-11-27 08:37:56.539489,192.168.1.41,192.168.1.45,write,admin,failed,3306,4260,8,3,0,0,0,1
2025-11-27 09:01:56.539489,192.168.1.16,192.168.1.44,access,admin,failed,443,199,9,3,0,0,0,1
2025-11-27 09:16:56.539489,192.168.1.48,192.168.1.26,logout,admin,success,22,7292,9,3,0,0,1,0
2025-11-27 09:18:56.539489,192.168.1.43,192.168.1.41,access,user2,failed,3306,418,9,3,0,0,0,1
2025-11-28 00:26:56.539489,192.168.1.13,192.168.1.11,read,admin,success,80,831,0,4,0,1,1,0
2025-11-28 00:27:56.539489,192.168.1.26,192.168.1.36,read,user2,success,3306,149,0,4,0,1,1,0
2025-11-28 00:36:56.539489,192.168.1.15,192.168.1.15,login,admin,success,443,276,0,4,0,1,1,0
2025-11-28 00:40:56.539489,192.168.1.48,192.168.1.39,write,user2,failed,22,372,0,4,0,1,0,1
2025-11-28 00:52:56.539489,192.168.1.43,192.168.1.22,access,admin,failed,22,995,0,4,0,1,0,1
2025-11-28 01:27:56.539489,192.168.1.34,192.168.1.36,login,user3,success,21,373,1,4,0,1,1,0
2025-11-28 01:30:56.539489,192.168.1.10,192.168.1.49,access,guest,success,3306,6164,1,4,0,1,1,0
2025-11-28 01:33:56.539489,192.168.1.48,192.168.1.16,login,admin,success,443,1706,1,4,0,1,1,0
2025-11-28 01:43:56.539489,192.168.1.48,192.168.1.35,write,user2,success,21,4477,1,4,0,1,1,0
2025-11-28 01:54:56.539489,192.168.1.19,192.168.1.42,login,user3,success,80,4034,1,4,0,1,1,0
2025-11-28 02:32:56.539489,192.168.1.46,192.168.1.20,login,user3,success,21,332,2,4,0,1,1,0
2025-11-28 03:34:56.539489,192.168.1.19,192.168.1.45,logout,user2,success,22,2226,3,4,0,1,1,0
2025-11-28 05:26:56.555492,172.16.0.9,192.168.1.1,access,anonymous,success,80,27715,5,4,0,1,1,0
2025-11-28 05:26:56.755492,172.16.0.19,192.168.1.1,access,anonymous,success,80,2396,5,4,0,1,1,0
2025-11-28 05:26:57.255492,172.16.0.17,192.168.1.1,access,anonymous,success,80,10468,5,4,0,1,1,0
2025-11-28 05:26:58.655492,172.16.0.10,192.168.1.1,access,anonymous,success,80,49586,5,4,0,1,1,0
2025-11-28 05:26:59.155492,172.16.0.8,192.168.1.1,access,anonymous,success,80,40901,5,4,0,1,1,0
2025-11-28 05:26:59.955492,172.16.0.8,192.168.1.1,access,anonymous,success,80,40631,5,4,0,1,1,0
2025-11-28 05:27:00.155492,172.16.0.9,192.168.1.1,access,anonymous,success,80,43212,5,4,0,1,1,0
2025-11-28 05:27:00.555492,172.16.0.8,192.168.1.1,access,anonymous,success,80,30673,5,4,0,1,1,0
2025-11-28 05:27:01.155492,172.16.0.8,192.168.1.1,access,anonymous,success,80,41749,5,4,0,1,1,0
2025-11-28 05:27:01.955492,172.16.0.8,192.168.1.1,access,anonymous,success,80,42967,5,4,0,1,1,0
2025-11-28 05:27:02.055492,172.16.0.5,192.168.1.1,access,anonymous,success,80,1794,5,4,0,1,1,0
2025-11-28 05:27:02.155492,172.16.0.8,192.168.1.1,access,anonymous,success,80,2934,5,4,0,1,1,0
2025-11-28 05:27:03.855492,172.16.0.9,192.168.1.1,access,anonymous,success,80,5301,5,4,0,1,1,0
2025-11-28 05:27:04.755492,172.16.0.2,192.168.1.1,access,anonymous,success,80,49831,5,4,0,1,1,0
2025-11-28 05:27:04.955492,172.16.0.10,192.168.1.1,access,anonymous,success,80,1516,5,4,0,1,1,0
2025-11-28 05:27:05.055492,172.16.0.17,192.168.1.1,access,anonymous,success,80,3979,5,4,0,1,1,0
2025-11-28 05:27:05.255492,172.16.0.12,192.168.1.1,access,anonymous,success,80,3318,5,4,0,1,1,0
2025-11-28 05:27:05.655492,172.16.0.15,192.168.1.1,access,anonymous,success,80,47002,5,4,0,1,1,0
2025-11-28 05:27:05.855492,172.16.0.18,192.168.1.1,access,anonymous,success,80,46003,5,4,0,1,1,0
2025-11-28 05:27:06.155492,172.16.0.8,192.168.1.1,access,anonymous,success,80,32991,5,4,0,1,1,0
2025-11-28 05:27:06.255492,172.16.0.11,192.168.1.1,access,anonymous,success,80,1736,5,4,0,1,1,0
2025-11-28 05:27:06.555492,172.16.0.9,192.168.1.1,access,anonymous,success,80,34873,5,4,0,1,1,0
2025-11-28 05:27:07.155492,172.16.0.8,192.168.1.1,access,anonymous,success,80,15861,5,4,0,1,1,0
2025-11-28 05:27:07.755492,172.16.0.6,192.168.1.1,access,anonymous,success,80,25514,5,4,0,1,1,0
2025-11-28 05:27:07.855492,172.16.0.12,192.168.1.1,access,anonymous,success,80,48739,5,4,0,1,1,0
2025-11-28 05:27:08.255492,172.16.0.9,192.168.1.1,access,anonymous,success,80,32850,5,4,0,1,1,0
2025-11-28 05:27:08.555492,172.16.0.9,192.168.1.1,access,anonymous,success,80,3367,5,4,0,1,1,0
2025-11-28 05:27:08.755492,172.16.0.12,192.168.1.1,access,anonymous,success,80,1241,5,4,0,1,1,0
2025-11-28 05:27:09.055492,172.16.0.8,192.168.1.1,access,anonymous,success,80,4281,5,4,0,1,1,0
2025-11-28 05:27:09.455492,172.16.0.7,192.168.1.1,access,anonymous,success,80,46049,5,4,0,1,1,0
2025-11-28 05:27:09.755492,172.16.0.10,192.168.1.1,access,anonymous,success,80,49558,5,4,0,1,1,0
2025-11-28 05:27:10.355492,172.16.0.9,192.168.1.1,access,anonymous,success,80,35327,5,4,0,1,1,0
2025-11-28 05:27:11.555492,172.16.0.8,192.168.1.1,access,anonymous,success,80,24910,5,4,0,1,1,0
2025-11-28 05:27:11.655492,172.16.0.6,192.168.1.1,access,anonymous,success,80,24619,5,4,0,1,1,0
2025-11-28 05:27:11.955492,172.16.0.2,192.168.1.1,access,anonymous,success,80,1428,5,4,0,1,1,0
2025-11-28 05:27:12.055492,172.16.0.8,192.168.1.1,access,anonymous,success,80,26565,5,4,0,1,1,0
2025-11-28 05:27:12.555492,172.16.0.1,192.168.1.1,access,anonymous,success,80,2584,5,4,0,1,1,0
2025-11-28 05:27:13.055492,172.16.0.8,192.168.1.1,access,anonymous,success,80,49975,5,4,0,1,1,0
2025-11-28 05:27:13.655492,172.16.0.4,192.168.1.1,access,anonymous,success,80,3225,5,4,0,1,1,0
2025-11-28 05:27:15.055492,172.16.0.7,192.168.1.1,access,anonymous,success,80,15112,5,4,0,1,1,0
2025-11-28 05:27:15.255492,172.16.0.8,192.168.1.1,access,anonymous,success,80,26586,5,4,0,1,1,0
2025-11-28 05:27:15.955492,172.16.0.11,192.168.1.1,access,anonymous,success,80,49703,5,4,0,1,1,0
2025-11-28 05:27:16.355492,172.16.0.5,192.168.1.1,access,anonymous,success,80,4327,5,4,0,1,1,0
2025-11-28 06:09:56.539489,192.168.1.46,192.168.1.49,access,user1,failed,3306,2791,6,4,0,0,0,1
2025-11-28 06:48:56.539489,192.168.1.48,192.168.1.28,read,user1,success,3306,5661,6,4,0,0,1,0
2025-11-28 07:00:56.539489,192.168.1.30,192.168.1.41,read,admin,success,3306,4883,7,4,0,0,1,0
2025-11-28 07:35:56.539489,192.168.1.12,192.168.1.41,access,user2,success,3306,2054,7,4,0,0,1,0
2025-11-28 07:36:56.539489,192.168.1.48,192.168.1.27,access,guest,failed,22,1848,7,4,0,0,0,1
2025-11-28 07:40:56.539489,192.168.1.22,192.168.1.33,read,guest,success,3306,1891,7,4,0,0,1,0
2025-11-28 08:42:56.539489,192.168.1.45,192.168.1.20,read,user2,failed,3306,1173,8,4,0,0,0,1
2025-11-28 08:48:56.539489,192.168.1.48,192.168.1.41,logout,admin,success,443,6212,8,4,0,0,1,0
2025-11-29 14:26:56.559493,203.0.113.50,192.168.1.6,write,unknown,success,8080,18506,14,5,1,0,1,0
2025-11-29 14:56:56.559493,203.0.113.50,192.168.1.7,modify,unknown,success,8080,21409,14,5,1,0,1,0
2025-11-29 15:26:56.559493,203.0.113.50,192.168.1.6,write,unknown,success,4444,26820,15,5,1,0,1,0
2025-11-29 15:56:56.559493,203.0.113.50,192.168.1.5,modify,unknown,success,8080,49130,15,5,1,0,1,0
2025-11-29 16:26:56.559493,203.0.113.50,192.168.1.4,modify,unknown,success,9999,6401,16,5,1,0,1,0
2025-11-29 16:56:56.559493,203.0.113.50,192.168.1.2,modify,unknown,success,4444,10414,16,5,1,0,1,0
2025-11-29 17:26:56.559493,203.0.113.50,192.168.1.4,write,unknown,success,8080,6491,17,5,1,0,1,0
2025-11-29 17:56:56.559493,203.0.113.50,192.168.1.4,delete,unknown,success,9999,46736,17,5,1,0,1,0
2025-11-29 18:26:56.559493,203.0.113.50,192.168.1.8,modify,unknown,success,8080,5853,18,5,1,0,1,0
2025-11-29 18:56:56.559493,203.0.113.50,192.168.1.8,modify,unknown,success,9999,39584,18,5,1,0,1,0
2025-11-29 19:26:56.559493,203.0.113.50,192.168.1.1,modify,unknown,success,4444,17206,19,5,1,0,1,0
2025-11-29 19:56:56.559493,203.0.113.50,192.168.1.9,delete,unknown,success,4444,9516,19,5,1,0,1,0
2025-11-29 20:26:56.559493,203.0.113.50,192.168.1.4,modify,unknown,success,8080,15775,20,5,1,0,1,0
2025-11-29 20:56:56.559493,203.0.113.50,192.168.1.3,write,unknown,success,8080,25153,20,5,1,0,1,0
2025-11-29 21:26:56.559493,203.0.113.50,192.168.1.8,delete,unknown,success,8080,44838,21,5,1,0,1,0
2025-11-29 21:56:56.559493,203.0.113.50,192.168.1.4,modify,unknown,success,4444,46837,21,5,1,0,1,0
2025-11-29 22:26:56.559493,203.0.113.50,192.168.1.5,delete,unknown,success,4444,47430,22,5,1,1,1,0
2025-11-29 22:56:56.559493,203.0.113.50,192.168.1.6,delete,unknown,success,4444,27374,22,5,1,1,1,0
2025-11-29 23:26:56.559493,203.0.113.50,192.168.1.6,delete,unknown,success,8080,46078,23,5,1,1,1,0
2025-11-29 23:56:56.559493,203.0.113.50,192.168.1.9,write,unknown,success,8080,40245,23,5,1,1,1,0
2025-11-30 00:26:56.559493,203.0.113.50,192.168.1.6,write,unknown,success,4444,23807,0,6,1,1,1,0
2025-11-30 00:56:56.559493,203.0.113.50,192.168.1.2,write,unknown,success,8080,21860,0,6,1,1,1,0
2025-11-30 01:26:56.559493,203.0.113.50,192.168.1.4,modify,unknown,success,8080,48116,1,6,1,1,1,0
